payment_id,loan_id,payment_date,payment_amount,payment_method,is_delayed
202,5,2025-03-29 09:42:06,62644.23333,Cheque,0
203,5,2025-04-29 09:42:06,62644.23333,Cash,0
204,5,2025-05-29 09:42:06,62644.23333,Cheque,0
205,6,2024-07-21 08:38:11,306893.1667,Cash,1
206,6,2024-08-21 08:38:11,306893.1667,Cheque,0
207,6,2024-09-21 08:38:11,306893.1667,Cash,0
208,6,2024-10-21 08:38:11,306893.1667,Cash,0
209,6,2024-11-21 08:38:11,306893.1667,Cash,0
210,6,2024-12-21 08:38:11,306893.1667,Online,0
211,6,2025-01-21 08:38:11,306893.1667,Cheque,0
212,6,2025-02-21 08:38:11,306893.1667,Cash,1
213,6,2025-03-21 08:38:11,306893.1667,Online,0
214,6,2025-04-21 08:38:11,306893.1667,Cash,0
215,6,2025-05-21 08:38:11,306893.1667,Cash,0
216,6,2025-06-21 08:38:11,306893.1667,Cash,0
217,6,2025-07-21 08:38:11,306893.1667,Cash,0
218,6,2025-08-21 08:38:11,306893.1667,Cash,0
219,6,2025-09-21 08:38:11,306893.1667,Cheque,0
220,6,2025-10-21 08:38:11,306893.1667,Online,0
221,6,2025-11-21 08:38:11,306893.1667,Online,0
222,6,2025-12-21 08:38:11,306893.1667,Cheque,0
223,6,2026-01-21 08:38:11,306893.1667,Cheque,0
224,6,2026-02-21 08:38:11,306893.1667,Cash,1
225,6,2026-03-21 08:38:11,306893.1667,Cheque,0
226,6,2026-04-21 08:38:11,306893.1667,Online,0
227,6,2026-05-21 08:38:11,306893.1667,Cheque,0
228,6,2026-06-21 08:38:11,306893.1667,Online,0
229,7,2022-07-28 03:43:34,4667.583333,Online,1
230,7,2022-08-28 03:43:34,4667.583333,Cheque,0
231,7,2022-09-28 03:43:34,4667.583333,Cash,0
232,7,2022-10-28 03:43:34,4667.583333,Cheque,0
233,7,2022-11-28 03:43:34,4667.583333,Online,0
234,7,2022-12-28 03:43:34,4667.583333,Online,0
235,7,2023-01-28 03:43:34,4667.583333,Online,1
236,7,2023-02-28 03:43:34,4667.583333,Cash,0
237,7,2023-03-28 03:43:34,4667.583333,Cash,0
238,7,2023-04-28 03:43:34,4667.583333,Online,1
239,7,2023-05-28 03:43:34,4667.583333,Online,0
240,7,2023-06-28 03:43:34,4667.583333,Cheque,0
241,7,2023-07-28 03:43:34,4667.583333,Online,1
242,7,2023-08-28 03:43:34,4667.583333,Cash,0
243,7,2023-09-28 03:43:34,4667.583333,Cash,0
244,7,2023-10-28 03:43:34,4667.583333,Cash,0
245,7,2023-11-28 03:43:34,4667.583333,Cash,0
246,7,2023-12-28 03:43:34,4667.583333,Cash,0
247,7,2024-01-28 03:43:34,4667.583333,Online,1
248,7,2024-02-28 03:43:34,4667.583333,Cheque,0
249,7,2024-03-28 03:43:34,4667.583333,Cash,0
250,7,2024-04-28 03:43:34,4667.583333,Online,0
251,7,2024-05-28 03:43:34,4667.583333,Cheque,0
252,7,2024-06-28 03:43:34,4667.583333,Cash,0
253,7,2024-07-28 03:43:34,4667.583333,Online,0
254,7,2024-08-28 03:43:34,4667.583333,Online,0
255,7,2024-09-28 03:43:34,4667.583333,Cash,1
256,7,2024-10-28 03:43:34,4667.583333,Cheque,0
257,7,2024-11-28 03:43:34,4667.583333,Cheque,1
258,7,2024-12-28 03:43:34,4667.583333,Cash,0
259,7,2025-01-28 03:43:34,4667.583333,Online,0
260,7,2025-02-28 03:43:34,4667.583333,Cheque,0
261,7,2025-03-28 03:43:34,4667.583333,Cash,0
262,7,2025-04-28 03:43:34,4667.583333,Cheque,0
263,7,2025-05-28 03:43:34,4667.583333,Cash,0
264,7,2025-06-28 03:43:34,4667.583333,Cash,0
265,8,2021-06-13 10:57:30,151147.8833,Online,0
266,8,2021-07-13 10:57:30,151147.8833,Cheque,0
267,8,2021-08-13 10:57:30,151147.8833,Cheque,0
268,8,2021-09-13 10:57:30,151147.8833,Cash,0
269,8,2021-10-13 10:57:30,151147.8833,Cheque,0
270,8,2021-11-13 10:57:30,151147.8833,Online,0
271,8,2021-12-13 10:57:30,151147.8833,Cash,0
272,8,2022-01-13 10:57:30,151147.8833,Online,0
273,8,2022-02-13 10:57:30,151147.8833,Online,0
274,8,2022-03-13 10:57:30,151147.8833,Online,0
275,8,2022-04-13 10:57:30,151147.8833,Cash,0
276,8,2022-05-13 10:57:30,151147.8833,Online,0
277,8,2022-06-13 10:57:30,151147.8833,Cash,0
278,8,2022-07-13 10:57:30,151147.8833,Cash,0
279,8,2022-08-13 10:57:30,151147.8833,Cash,0
280,8,2022-09-13 10:57:30,151147.8833,Online,1
281,8,2022-10-13 10:57:30,151147.8833,Cash,0
282,8,2022-11-13 10:57:30,151147.8833,Cheque,0
283,8,2022-12-13 10:57:30,151147.8833,Cheque,0
284,8,2023-01-13 10:57:30,151147.8833,Online,0
285,8,2023-02-13 10:57:30,151147.8833,Online,0
286,8,2023-03-13 10:57:30,151147.8833,Cash,0
287,8,2023-04-13 10:57:30,151147.8833,Cash,0
288,8,2023-05-13 10:57:30,151147.8833,Cash,0
289,8,2023-06-13 10:57:30,151147.8833,Cash,1
290,8,2023-07-13 10:57:30,151147.8833,Cash,1
291,8,2023-08-13 10:57:30,151147.8833,Cash,0
292,8,2023-09-13 10:57:30,151147.8833,Cash,0
293,8,2023-10-13 10:57:30,151147.8833,Online,0
294,8,2023-11-13 10:57:30,151147.8833,Cash,0
295,8,2023-12-13 10:57:30,151147.8833,Cheque,0
296,8,2024-01-13 10:57:30,151147.8833,Cheque,0
297,8,2024-02-13 10:57:30,151147.8833,Cash,0
298,8,2024-03-13 10:57:30,151147.8833,Cheque,0
299,8,2024-04-13 10:57:30,151147.8833,Cheque,0
300,8,2024-05-13 10:57:30,151147.8833,Cash,0
301,8,2024-06-13 10:57:30,151147.8833,Cash,0
302,8,2024-07-13 10:57:30,151147.8833,Cheque,0
303,8,2024-08-13 10:57:30,151147.8833,Cash,0
304,8,2024-09-13 10:57:30,151147.8833,Cheque,0
305,8,2024-10-13 10:57:30,151147.8833,Cash,0
306,8,2024-11-13 10:57:30,151147.8833,Online,0
307,8,2024-12-13 10:57:30,151147.8833,Cheque,0
308,8,2025-01-13 10:57:30,151147.8833,Cheque,1
309,8,2025-02-13 10:57:30,151147.8833,Cheque,0
310,8,2025-03-13 10:57:30,151147.8833,Cash,0
311,8,2025-04-13 10:57:30,151147.8833,Online,0
312,8,2025-05-13 10:57:30,151147.8833,Online,0
313,8,2025-06-13 10:57:30,151147.8833,Cash,0
314,8,2025-07-13 10:57:30,151147.8833,Cash,0
315,8,2025-08-13 10:57:30,151147.8833,Cheque,1
316,8,2025-09-13 10:57:30,151147.8833,Cash,0
317,8,2025-10-13 10:57:30,151147.8833,Online,0
318,8,2025-11-13 10:57:30,151147.8833,Cash,0
319,8,2025-12-13 10:57:30,151147.8833,Online,0
320,8,2026-01-13 10:57:30,151147.8833,Online,1
321,8,2026-02-13 10:57:30,151147.8833,Cheque,0
322,8,2026-03-13 10:57:30,151147.8833,Online,1
323,8,2026-04-13 10:57:30,151147.8833,Cheque,0
324,8,2026-05-13 10:57:30,151147.8833,Online,0
325,9,2023-08-19 00:21:57,164509.8333,Cheque,0
326,9,2023-09-19 00:21:57,164509.8333,Online,0
327,9,2023-10-19 00:21:57,164509.8333,Cash,0
328,9,2023-11-19 00:21:57,164509.8333,Online,0
329,9,2023-12-19 00:21:57,164509.8333,Cash,0
330,9,2024-01-19 00:21:57,164509.8333,Online,0
331,9,2024-02-19 00:21:57,164509.8333,Cheque,1
332,9,2024-03-19 00:21:57,164509.8333,Cash,1
333,9,2024-04-19 00:21:57,164509.8333,Online,0
334,9,2024-05-19 00:21:57,164509.8333,Cash,1
335,9,2024-06-19 00:21:57,164509.8333,Cheque,0
336,9,2024-07-19 00:21:57,164509.8333,Cash,0
337,9,2024-08-19 00:21:57,164509.8333,Online,0
338,9,2024-09-19 00:21:57,164509.8333,Online,0
339,9,2024-10-19 00:21:57,164509.8333,Cheque,0
340,9,2024-11-19 00:21:57,164509.8333,Online,0
341,9,2024-12-19 00:21:57,164509.8333,Online,1
342,9,2025-01-19 00:21:57,164509.8333,Cash,0
343,9,2025-02-19 00:21:57,164509.8333,Cash,0
344,9,2025-03-19 00:21:57,164509.8333,Cheque,0
345,9,2025-04-19 00:21:57,164509.8333,Cheque,1
346,9,2025-05-19 00:21:57,164509.8333,Cash,0
347,9,2025-06-19 00:21:57,164509.8333,Cash,0
348,9,2025-07-19 00:21:57,164509.8333,Cheque,0
349,9,2025-08-19 00:21:57,164509.8333,Cheque,0
350,9,2025-09-19 00:21:57,164509.8333,Online,0
351,9,2025-10-19 00:21:57,164509.8333,Cheque,1
352,9,2025-11-19 00:21:57,164509.8333,Cash,1
353,9,2025-12-19 00:21:57,164509.8333,Online,0
354,9,2026-01-19 00:21:57,164509.8333,Cash,0
355,9,2026-02-19 00:21:57,164509.8333,Cheque,0
356,9,2026-03-19 00:21:57,164509.8333,Cheque,1
357,9,2026-04-19 00:21:57,164509.8333,Online,0
358,9,2026-05-19 00:21:57,164509.8333,Cash,0
359,9,2026-06-19 00:21:57,164509.8333,Online,0
360,9,2026-07-19 00:21:57,164509.8333,Cheque,0
361,10,2020-04-29 11:02:16,52729.25,Cash,0
362,10,2020-05-29 11:02:16,52729.25,Online,0
363,10,2020-06-29 11:02:16,52729.25,Online,0
364,10,2020-07-29 11:02:16,52729.25,Cash,0
365,10,2020-08-29 11:02:16,52729.25,Cash,0
366,10,2020-09-29 11:02:16,52729.25,Cash,1
367,10,2020-10-29 11:02:16,52729.25,Cheque,0
368,10,2020-11-29 11:02:16,52729.25,Online,0
369,10,2020-12-29 11:02:16,52729.25,Cash,1
370,10,2021-01-29 11:02:16,52729.25,Cheque,0
371,10,2021-02-28 11:02:16,52729.25,Online,0
372,10,2021-03-29 11:02:16,52729.25,Cheque,1
373,10,2021-04-29 11:02:16,52729.25,Online,0
374,10,2021-05-29 11:02:16,52729.25,Cheque,0
375,10,2021-06-29 11:02:16,52729.25,Online,0
376,10,2021-07-29 11:02:16,52729.25,Cash,0
377,10,2021-08-29 11:02:16,52729.25,Cash,0
378,10,2021-09-29 11:02:16,52729.25,Cash,0
379,10,2021-10-29 11:02:16,52729.25,Cash,0
380,10,2021-11-29 11:02:16,52729.25,Cheque,0
381,10,2021-12-29 11:02:16,52729.25,Online,0
382,10,2022-01-29 11:02:16,52729.25,Online,0
383,10,2022-02-28 11:02:16,52729.25,Cheque,0
384,10,2022-03-29 11:02:16,52729.25,Cheque,0
385,11,2022-08-26 09:06:04,205425.0833,Online,0
386,11,2022-09-26 09:06:04,205425.0833,Cash,0
387,11,2022-10-26 09:06:04,205425.0833,Online,0
388,11,2022-11-26 09:06:04,205425.0833,Cheque,0
389,11,2022-12-26 09:06:04,205425.0833,Cheque,0
390,11,2023-01-26 09:06:04,205425.0833,Online,0
391,11,2023-02-26 09:06:04,205425.0833,Cheque,0
392,11,2023-03-26 09:06:04,205425.0833,Cheque,0
393,11,2023-04-26 09:06:04,205425.0833,Cheque,0
394,11,2023-05-26 09:06:04,205425.0833,Cheque,0
395,11,2023-06-26 09:06:04,205425.0833,Online,1
396,11,2023-07-26 09:06:04,205425.0833,Cash,0
397,11,2023-08-26 09:06:04,205425.0833,Cheque,0
398,11,2023-09-26 09:06:04,205425.0833,Online,0
399,11,2023-10-26 09:06:04,205425.0833,Cheque,1
400,11,2023-11-26 09:06:04,205425.0833,Online,0
401,11,2023-12-26 09:06:04,205425.0833,Cash,0
402,11,2024-01-26 09:06:04,205425.0833,Online,0
403,11,2024-02-26 09:06:04,205425.0833,Cash,0
404,11,2024-03-26 09:06:04,205425.0833,Online,0
405,11,2024-04-26 09:06:04,205425.0833,Cash,0
406,11,2024-05-26 09:06:04,205425.0833,Cheque,0
407,11,2024-06-26 09:06:04,205425.0833,Cash,0
408,11,2024-07-26 09:06:04,205425.0833,Cheque,0
409,11,2024-08-26 09:06:04,205425.0833,Cheque,0
410,11,2024-09-26 09:06:04,205425.0833,Cash,0
411,11,2024-10-26 09:06:04,205425.0833,Cash,0
412,11,2024-11-26 09:06:04,205425.0833,Cash,0
413,11,2024-12-26 09:06:04,205425.0833,Online,0
414,11,2025-01-26 09:06:04,205425.0833,Cheque,0
415,11,2025-02-26 09:06:04,205425.0833,Cheque,1
416,11,2025-03-26 09:06:04,205425.0833,Cash,0
417,11,2025-04-26 09:06:04,205425.0833,Cash,0
418,11,2025-05-26 09:06:04,205425.0833,Cash,0
419,11,2025-06-26 09:06:04,205425.0833,Cash,0
420,11,2025-07-26 09:06:04,205425.0833,Online,1
421,11,2025-08-26 09:06:04,205425.0833,Online,0
422,11,2025-09-26 09:06:04,205425.0833,Cheque,0
423,11,2025-10-26 09:06:04,205425.0833,Online,0
424,11,2025-11-26 09:06:04,205425.0833,Online,0
425,11,2025-12-26 09:06:04,205425.0833,Cash,0
426,11,2026-01-26 09:06:04,205425.0833,Cash,0
427,11,2026-02-26 09:06:04,205425.0833,Cheque,0
428,11,2026-03-26 09:06:04,205425.0833,Online,0
429,11,2026-04-26 09:06:04,205425.0833,Cash,0
430,11,2026-05-26 09:06:04,205425.0833,Cash,0
431,11,2026-06-26 09:06:04,205425.0833,Online,0
432,11,2026-07-26 09:06:04,205425.0833,Online,1
433,12,2023-11-21 07:39:06,197420.75,Cheque,0
434,12,2023-12-21 07:39:06,197420.75,Cheque,1
435,12,2024-01-21 07:39:06,197420.75,Cash,1
436,12,2024-02-21 07:39:06,197420.75,Online,0
437,12,2024-03-21 07:39:06,197420.75,Online,0
438,12,2024-04-21 07:39:06,197420.75,Cash,1
439,12,2024-05-21 07:39:06,197420.75,Online,0
440,12,2024-06-21 07:39:06,197420.75,Cash,0
441,12,2024-07-21 07:39:06,197420.75,Cash,0
442,12,2024-08-21 07:39:06,197420.75,Cash,1
443,12,2024-09-21 07:39:06,197420.75,Cash,0
444,12,2024-10-21 07:39:06,197420.75,Cheque,0
445,13,2022-06-20 03:31:44,132135.7917,Cheque,0
446,13,2022-07-20 03:31:44,132135.7917,Cash,0
447,13,2022-08-20 03:31:44,132135.7917,Cash,0
448,13,2022-09-20 03:31:44,132135.7917,Online,0
449,13,2022-10-20 03:31:44,132135.7917,Cheque,0
450,13,2022-11-20 03:31:44,132135.7917,Cash,0
451,13,2022-12-20 03:31:44,132135.7917,Online,0
452,13,2023-01-20 03:31:44,132135.7917,Cash,0
453,13,2023-02-20 03:31:44,132135.7917,Cash,0
454,13,2023-03-20 03:31:44,132135.7917,Cash,1
455,13,2023-04-20 03:31:44,132135.7917,Online,0
456,13,2023-05-20 03:31:44,132135.7917,Cheque,1
457,13,2023-06-20 03:31:44,132135.7917,Online,0
458,13,2023-07-20 03:31:44,132135.7917,Cheque,0
459,13,2023-08-20 03:31:44,132135.7917,Cheque,0
460,13,2023-09-20 03:31:44,132135.7917,Cheque,0
461,13,2023-10-20 03:31:44,132135.7917,Cheque,0
462,13,2023-11-20 03:31:44,132135.7917,Online,1
463,13,2023-12-20 03:31:44,132135.7917,Online,0
464,13,2024-01-20 03:31:44,132135.7917,Cheque,0
465,13,2024-02-20 03:31:44,132135.7917,Cash,0
466,13,2024-03-20 03:31:44,132135.7917,Online,0
467,13,2024-04-20 03:31:44,132135.7917,Cash,0
468,13,2024-05-20 03:31:44,132135.7917,Online,0
469,13,2024-06-20 03:31:44,132135.7917,Online,0
470,13,2024-07-20 03:31:44,132135.7917,Online,0
471,13,2024-08-20 03:31:44,132135.7917,Cash,0
472,13,2024-09-20 03:31:44,132135.7917,Cheque,0
473,13,2024-10-20 03:31:44,132135.7917,Cheque,0
474,13,2024-11-20 03:31:44,132135.7917,Online,0
475,13,2024-12-20 03:31:44,132135.7917,Cash,0
476,13,2025-01-20 03:31:44,132135.7917,Online,1
477,13,2025-02-20 03:31:44,132135.7917,Cash,0
478,13,2025-03-20 03:31:44,132135.7917,Cash,0
479,13,2025-04-20 03:31:44,132135.7917,Cash,0
480,13,2025-05-20 03:31:44,132135.7917,Online,0
481,13,2025-06-20 03:31:44,132135.7917,Online,0
482,13,2025-07-20 03:31:44,132135.7917,Online,0
483,13,2025-08-20 03:31:44,132135.7917,Cheque,0
484,13,2025-09-20 03:31:44,132135.7917,Cash,0
485,13,2025-10-20 03:31:44,132135.7917,Online,1
